strategy,price_lookback,short_lookback,volume_fast,volume_slow,breakout_lookback,ma_days,risk_lookback,accumulation_lookback,liquidity_lookback,min_liquidity_quantile,top_n,strategy_total_return,strategy_annualized_return,strategy_max_drawdown,strategy_sharpe,equal_weight_total_return,osebx_total_return,excess_vs_osebx
breakout_liquidity,63,21,10,50,126,50,63,63,20,0.25,8,0.03754908736524132,0.018666006539210356,-0.027366501363914497,0.4427384871253752,0.37680370343265723,0.39099862331886404,-0.3534495359536227
quiet_accumulation,63,21,20,100,63,50,63,63,20,0.25,8,0.0374590354865294,0.01862164729118443,-0.03256175584707799,0.4930553075490471,0.37680370343265723,0.39099862331886404,-0.35353958783233463
breakout_liquidity,189,21,10,50,63,50,63,63,20,0.25,8,0.0369696698280948,0.018380553889101314,-0.027366501363914386,0.4405706711620986,0.37680370343265723,0.39099862331886404,-0.35402895349076924
volume_trend_confirmation,21,21,5,20,63,50,63,63,20,0.25,5,0.0367823707129169,0.01828826314243792,-0.05148608070397209,0.35780419551425724,0.37680370343265723,0.39099862331886404,-0.35421625260594714
momentum_volume,189,21,5,20,63,50,63,63,20,0.25,10,0.036394631867569416,0.01809718026916385,-0.026043783393604025,0.595212016244163,0.37680370343265723,0.39099862331886404,-0.3546039914512946
breakout_volume,21,21,5,20,126,50,63,63,20,0.25,10,0.03628845929403801,0.018044850796961498,-0.018161508415503458,0.4380985561178203,0.37680370343265723,0.39099862331886404,-0.354710164024826
breakout_volume,21,21,5,20,126,50,63,63,20,0.25,8,0.03628845929403801,0.018044850796961498,-0.018161508415503458,0.4380985561178203,0.37680370343265723,0.39099862331886404,-0.354710164024826
breakout_liquidity,126,21,10,50,63,50,63,63,20,0.25,8,0.036018524888277836,0.017911795697020505,-0.027123160483595088,0.4221816141164856,0.37680370343265723,0.39099862331886404,-0.3549800984305862
breakout_liquidity,126,21,10,50,63,50,63,63,20,0.25,10,0.03580798532513896,0.017808005298620255,-0.024727852378283788,0.4229219431636291,0.37680370343265723,0.39099862331886404,-0.3551906379937251
obv_accumulation,42,21,5,20,63,50,63,63,20,0.25,8,0.03561345779018965,0.017712099060092523,-0.027940949863855646,0.45059281605821166,0.37680370343265723,0.39099862331886404,-0.3553851655286744
obv_accumulation,42,21,10,50,63,50,63,63,20,0.25,8,0.03561345779018965,0.017712099060092523,-0.027940949863855646,0.45059281605821166,0.37680370343265723,0.39099862331886404,-0.3553851655286744
breakout_volume,189,21,5,20,63,50,63,63,20,0.25,5,0.035583259279532875,0.017697209743054998,-0.020585149749535958,0.4814267044354097,0.37680370343265723,0.39099862331886404,-0.35541536403933116
volume_reversal,126,21,10,50,63,50,63,63,20,0.25,5,0.03480500622918692,0.017313418928369018,-0.021828451403385962,0.4877643619698872,0.37680370343265723,0.39099862331886404,-0.3561936170896771
quiet_accumulation,42,21,10,50,63,50,63,63,20,0.25,10,0.03474183254033125,0.017282258893134728,-0.0201848705645592,0.49574139888105345,0.37680370343265723,0.39099862331886404,-0.3562567907785328
obv_accumulation,21,21,5,20,63,50,63,63,20,0.25,5,0.03453307748933887,0.01717928500012622,-0.05611845730012244,0.3174482868494076,0.37680370343265723,0.39099862331886404,-0.35646554582952517
breakout_liquidity,126,21,10,50,126,50,63,63,20,0.25,5,0.03407462975743236,0.0169531073142124,-0.0395842238378632,0.35517642607278366,0.37680370343265723,0.39099862331886404,-0.3569239935614317
momentum_volume,21,21,10,50,63,50,63,63,20,0.25,5,0.03392041352328756,0.016877012664727076,-0.054034811727222576,0.3186163657253782,0.37680370343265723,0.39099862331886404,-0.3570782097955765
obv_accumulation,189,21,20,100,63,50,63,63,20,0.25,8,0.03381902529848535,0.016826981767082083,-0.022150038567503305,0.5047064450621757,0.37680370343265723,0.39099862331886404,-0.3571795980203787
breakout_liquidity,42,21,10,50,126,50,63,63,20,0.25,10,0.03357963041493628,0.016708840585887286,-0.020002430442148,0.4150086144512679,0.37680370343265723,0.39099862331886404,-0.35741899290392776
risk_adjusted_momentum,42,21,10,50,63,50,63,63,20,0.25,8,0.03333982250596623,0.01659048190609913,-0.0361397049937392,0.40276652615565584,0.37680370343265723,0.39099862331886404,-0.3576588008128978
momentum_volume,21,21,10,50,63,50,63,63,20,0.25,3,0.03309239188128443,0.016468346640720055,-0.07494820835293481,0.2637245408329228,0.37680370343265723,0.39099862331886404,-0.3579062314375796
momentum_volume,126,21,5,20,63,50,63,63,20,0.25,3,0.033066192898591806,0.016455413597972868,-0.04559226451274356,0.3262603491107082,0.37680370343265723,0.39099862331886404,-0.35793243042027223
volume_trend_confirmation,189,21,10,50,63,50,63,63,20,0.25,10,0.03304889399891886,0.01644687396273059,-0.028359474254207373,0.5025581209918478,0.37680370343265723,0.39099862331886404,-0.3579497293199452
risk_adjusted_momentum,42,21,20,100,63,50,63,63,20,0.25,8,0.03302308748842675,0.01643413439653485,-0.04145981852174607,0.39454326969499726,0.37680370343265723,0.39099862331886404,-0.3579755358304373
momentum_volume,63,21,10,50,63,50,63,63,20,0.25,5,0.032612313249888114,0.016231331436418195,-0.039356662197199244,0.33969297977637286,0.37680370343265723,0.39099862331886404,-0.3583863100689759
momentum_volume,63,21,10,50,63,50,63,63,20,0.25,8,0.03256094690237488,0.016205968578170804,-0.025624565615961603,0.37137089025082753,0.37680370343265723,0.39099862331886404,-0.35843767641648916
obv_accumulation,189,21,10,50,63,50,63,63,20,0.25,8,0.0324217951715402,0.01613725729068194,-0.022150038567503416,0.48441229866194796,0.37680370343265723,0.39099862331886404,-0.35857682814732383
breakout_volume,126,21,5,20,63,50,63,63,20,0.25,10,0.0323412889831971,0.016097502290583376,-0.022074504936169803,0.40032720115033815,0.37680370343265723,0.39099862331886404,-0.35865733433566693
breakout_volume,126,21,5,20,63,50,63,63,20,0.25,8,0.0323412889831971,0.016097502290583376,-0.022074504936169803,0.40032720115033815,0.37680370343265723,0.39099862331886404,-0.35865733433566693
volume_reversal,21,21,20,100,63,50,63,63,20,0.25,10,0.03220894745748715,0.016032146971363348,-0.02816907652592826,0.5115837514386037,0.37680370343265723,0.39099862331886404,-0.3587896758613769
momentum_volume,189,21,5,20,63,50,63,63,20,0.25,5,0.03207339506025986,0.015965201672082818,-0.0367254681053828,0.5236255936389784,0.37680370343265723,0.39099862331886404,-0.3589252282586042
breakout_liquidity,42,21,10,50,63,50,63,63,20,0.25,10,0.0313049893293853,0.015585626085881765,-0.02505214200262751,0.3728375863296936,0.37680370343265723,0.39099862331886404,-0.35969363398947873
volume_reversal,63,21,10,50,63,50,63,63,20,0.25,5,0.031052905143392318,0.015461071327354192,-0.023122714223901886,0.3968736998326037,0.37680370343265723,0.39099862331886404,-0.3599457181754717
quiet_accumulation,189,21,5,20,63,50,63,63,20,0.25,5,0.0310488148162662,0.015459050172236699,-0.01221828505606648,0.5762429484589113,0.37680370343265723,0.39099862331886404,-0.35994980850259783
liquidity_momentum,189,21,10,50,63,50,63,63,20,0.25,10,0.030981059059112415,0.01542556940929618,-0.020712574696760577,0.5341767267964084,0.37680370343265723,0.39099862331886404,-0.3600175642597516
risk_adjusted_momentum,189,21,5,20,63,50,63,63,20,0.25,10,0.030542372892874647,0.015208770925609683,-0.026043783393604025,0.48566843402902005,0.37680370343265723,0.39099862331886404,-0.3604562504259894
momentum_volume,21,21,5,20,63,50,63,63,20,0.25,5,0.03052341780323453,0.015199402293487596,-0.0423259597801382,0.2856749964848967,0.37680370343265723,0.39099862331886404,-0.3604752055156295
breakout_volume,189,21,10,50,63,50,63,63,20,0.25,10,0.03050140036132265,0.015188519973185377,-0.029239988023604946,0.3801801675890333,0.37680370343265723,0.39099862331886404,-0.3604972229575414
breakout_volume,63,21,10,50,63,50,63,63,20,0.25,10,0.030490877362850277,0.015183318844858018,-0.029239988023604946,0.3554525275580811,0.37680370343265723,0.39099862331886404,-0.36050774595601376
momentum_volume,189,21,10,50,63,50,63,63,20,0.25,8,0.030454492631939223,0.015165335016263715,-0.025590887899490378,0.4281782381392878,0.37680370343265723,0.39099862331886404,-0.3605441306869248
risk_adjusted_momentum,189,21,10,50,63,50,63,63,20,0.25,10,0.030278727366702896,0.015078455315065353,-0.026043783393604025,0.4801052200118074,0.37680370343265723,0.39099862331886404,-0.36071989595216114
momentum_volume,189,21,20,100,63,50,63,63,20,0.25,10,0.030144418333075906,0.01501206219889184,-0.026043783393604025,0.48223123558421216,0.37680370343265723,0.39099862331886404,-0.36085420498578813
momentum_volume,189,21,10,50,63,50,63,63,20,0.25,10,0.030144418333075906,0.01501206219889184,-0.026043783393604025,0.48223123558421216,0.37680370343265723,0.39099862331886404,-0.36085420498578813
quiet_accumulation,42,21,10,50,63,50,63,63,20,0.25,8,0.02999703768756601,0.014939202416441866,-0.024557841141549464,0.4340536430999534,0.37680370343265723,0.39099862331886404,-0.361001585631298
obv_accumulation,42,21,5,20,63,50,63,63,20,0.25,5,0.02996472618933055,0.014923228059378735,-0.05286947982307566,0.34362107048819224,0.37680370343265723,0.39099862331886404,-0.3610338971295335
breakout_volume,189,21,10,50,126,50,63,63,20,0.25,10,0.0298976272835747,0.014890054492289417,-0.029239988023605057,0.3748241418893621,0.37680370343265723,0.39099862331886404,-0.36110099603528933
risk_adjusted_momentum,189,21,20,100,63,50,63,63,20,0.25,10,0.029663791908301596,0.014774438325563022,-0.026043783393604025,0.4726289839817717,0.37680370343265723,0.39099862331886404,-0.36133483141056244
breakout_liquidity,189,21,10,50,126,50,63,63,20,0.25,5,0.02966244401984408,0.01477377184571993,-0.0328547072059886,0.3528375591631807,0.37680370343265723,0.39099862331886404,-0.36133617929901996
breakout_volume,42,21,5,20,63,50,63,63,20,0.25,10,0.029582354142010603,0.014734169651063223,-0.024503402176780043,0.35475455649065213,0.37680370343265723,0.39099862331886404,-0.36141626917685343
breakout_volume,42,21,5,20,63,50,63,63,20,0.25,8,0.029582354142010603,0.014734169651063223,-0.024503402176780043,0.35475455649065213,0.37680370343265723,0.39099862331886404,-0.36141626917685343
quiet_accumulation,42,21,20,100,63,50,63,63,20,0.25,5,0.02954733567114176,0.014716853518664363,-0.04259862141805126,0.36924107437612497,0.37680370343265723,0.39099862331886404,-0.3614512876477223
quiet_accumulation,126,21,10,50,63,50,63,63,20,0.25,3,0.029408417078424565,0.01464815737225078,-0.0315269720421012,0.32713191087166904,0.37680370343265723,0.39099862331886404,-0.36159020624043947
quiet_accumulation,63,21,5,20,63,50,63,63,20,0.25,5,0.029316113221113715,0.014602509960894405,-0.02726333103587608,0.4425078496924128,0.37680370343265723,0.39099862331886404,-0.3616825100977503
risk_adjusted_momentum,21,21,20,100,63,50,63,63,20,0.25,5,0.02916820508891882,0.014529360082611964,-0.0722476306575035,0.2783191223505643,0.37680370343265723,0.39099862331886404,-0.3618304182299452
momentum_volume,189,21,5,20,63,50,63,63,20,0.25,8,0.028942708832487174,0.014417827913113523,-0.028396216687806786,0.48266925708883957,0.37680370343265723,0.39099862331886404,-0.36205591448637686
volume_trend_confirmation,21,21,20,100,63,50,63,63,20,0.25,5,0.028903423546313256,0.014398395865020452,-0.07346669627350122,0.2739624961648792,0.37680370343265723,0.39099862331886404,-0.3620951997725508
breakout_volume,189,21,10,50,63,50,63,63,20,0.25,8,0.0288305746779578,0.01436236097029564,-0.03427099588057059,0.3463066038625189,0.37680370343265723,0.39099862331886404,-0.36216804864090624
quiet_accumulation,42,21,20,100,63,50,63,63,20,0.25,10,0.028656474681994615,0.014276236774195539,-0.033850802652724776,0.3899711111648027,0.37680370343265723,0.39099862331886404,-0.3623421486368694
risk_adjusted_momentum,42,21,5,20,63,50,63,63,20,0.25,8,0.028583529726440515,0.014240150032670318,-0.03578228645610215,0.33897858452116475,0.37680370343265723,0.39099862331886404,-0.3624150935924235
risk_adjusted_momentum,42,21,20,100,63,50,63,63,20,0.25,5,0.028552250090092324,0.014224675231988115,-0.050351925356237004,0.28721576409400895,0.37680370343265723,0.39099862331886404,-0.3624463732287717
quiet_accumulation,63,21,5,20,63,50,63,63,20,0.25,8,0.02837041123279338,0.014134710460161903,-0.021053675022844165,0.4397598242928162,0.37680370343265723,0.39099862331886404,-0.36262821208607066
breakout_volume,189,21,10,50,126,50,63,63,20,0.25,8,0.02822778054071895,0.014064138380192048,-0.034270995880570476,0.3409576387106333,0.37680370343265723,0.39099862331886404,-0.3627708427781451
volume_trend_confirmation,189,21,20,100,63,50,63,63,20,0.25,10,0.02803888291289902,0.013970666426618816,-0.028359474254207373,0.4491303032702585,0.37680370343265723,0.39099862331886404,-0.362959740405965
quiet_accumulation,63,21,20,100,63,50,63,63,20,0.25,5,0.0280017906899106,0.01395231112769646,-0.0389184773860245,0.3531277115508324,0.37680370343265723,0.39099862331886404,-0.36299683262895344
quiet_accumulation,189,21,5,20,63,50,63,63,20,0.25,8,0.027942474468901413,0.013922957470259067,-0.025176247218930525,0.5187634387430824,0.37680370343265723,0.39099862331886404,-0.3630561488499626
volume_trend_confirmation,189,21,5,20,63,50,63,63,20,0.25,10,0.02759580799135053,0.013751386687500089,-0.028359474254207373,0.4394710633645903,0.37680370343265723,0.39099862331886404,-0.3634028153275135
liquidity_momentum,42,21,10,50,63,50,63,63,20,0.25,5,0.027590095924348912,0.013748559452705145,-0.05070939643318095,0.2878535551356205,0.37680370343265723,0.39099862331886404,-0.3634085273945151
breakout_volume,42,21,20,100,63,50,63,63,20,0.25,10,0.02744005478967515,0.013674292547805278,-0.031543820461715555,0.33420222065760957,0.37680370343265723,0.39099862331886404,-0.3635585685291889
obv_accumulation,189,21,10,50,63,50,63,63,20,0.25,10,0.027296233334326958,0.013603099167969868,-0.020063787941051237,0.4733495802830514,0.37680370343265723,0.39099862331886404,-0.3637023899845371
quiet_accumulation,21,21,20,100,63,50,63,63,20,0.25,3,0.027228509707021065,0.013569573424035974,-0.07725760576933116,0.23842243480486275,0.37680370343265723,0.39099862331886404,-0.36377011361184297
quiet_accumulation,189,21,10,50,63,50,63,63,20,0.25,5,0.026971132188758462,0.013442151820071357,-0.015489650726999593,0.4620003486699716,0.37680370343265723,0.39099862331886404,-0.3640274911301056
breakout_volume,42,21,5,20,63,50,63,63,20,0.25,5,0.026875789801086736,0.013394945989579465,-0.0267683697236063,0.31742958949378014,0.37680370343265723,0.39099862331886404,-0.3641228335177773
liquidity_momentum,63,21,10,50,63,50,63,63,20,0.25,8,0.02682970539040319,0.013372127937938405,-0.027589864769976602,0.3440462376009043,0.37680370343265723,0.39099862331886404,-0.36416891792846084
breakout_liquidity,126,21,10,50,63,50,63,63,20,0.25,5,0.026759565575974253,0.013337398210090168,-0.03285470720598849,0.290068609122806,0.37680370343265723,0.39099862331886404,-0.3642390577428898
quiet_accumulation,63,21,5,20,63,50,63,63,20,0.25,10,0.026731922432229327,0.013323710383203569,-0.023103011841963728,0.4077181068010907,0.37680370343265723,0.39099862331886404,-0.3642667008866347
quiet_accumulation,126,21,10,50,63,50,63,63,20,0.25,5,0.026626697755908202,0.013271605470474235,-0.018607690192014248,0.3987972592191007,0.37680370343265723,0.39099862331886404,-0.36437192556295583
quiet_accumulation,42,21,5,20,63,50,63,63,20,0.25,5,0.02657004339236768,0.013243550391200731,-0.02726333103587608,0.39695378040576756,0.37680370343265723,0.39099862331886404,-0.36442857992649635
obv_accumulation,189,21,5,20,63,50,63,63,20,0.25,10,0.02650560220194098,0.013211638359604372,-0.020063787941051237,0.4640352509389839,0.37680370343265723,0.39099862331886404,-0.36449302111692305
breakout_volume,126,21,10,50,126,50,63,63,20,0.25,10,0.026296617476713857,0.01310813980952874,-0.029239988023604946,0.3217517390002931,0.37680370343265723,0.39099862331886404,-0.3647020058421502
quiet_accumulation,21,21,20,100,63,50,63,63,20,0.25,5,0.02618500328415041,0.013052859184836674,-0.07017479697397178,0.2524156417902417,0.37680370343265723,0.39099862331886404,-0.3648136200347136
breakout_volume,63,21,20,100,63,50,63,63,20,0.25,10,0.025853717849826152,0.01288876145806328,-0.03149762430737768,0.3136499905871658,0.37680370343265723,0.39099862331886404,-0.3651449054690379
volume_trend_confirmation,21,21,5,20,63,50,63,63,20,0.25,3,0.025613948993195912,0.012769978749305189,-0.07465728069826083,0.22231968038921227,0.37680370343265723,0.39099862331886404,-0.3653846743256681
quiet_accumulation,42,21,20,100,63,50,63,63,20,0.25,8,0.025385636794612587,0.012656858865484066,-0.03699165653536918,0.34427934828363393,0.37680370343265723,0.39099862331886404,-0.36561298652425145
obv_accumulation,189,21,20,100,63,50,63,63,20,0.25,10,0.025270975468143275,0.01260004386880742,-0.020063787941051237,0.4381597902814436,0.37680370343265723,0.39099862331886404,-0.36572764785072076
breakout_liquidity,63,21,10,50,63,50,63,63,20,0.25,5,0.02484888123365936,0.012390867752075208,-0.04054567269978193,0.2719130179112993,0.37680370343265723,0.39099862331886404,-0.3661497420852047
volume_reversal,21,21,20,100,63,50,63,63,20,0.25,8,0.024829364702586343,0.012381194958475561,-0.02816907652592815,0.40972272908173524,0.37680370343265723,0.39099862331886404,-0.3661692586162777
quiet_accumulation,42,21,5,20,63,50,63,63,20,0.25,8,0.02477317787054578,0.012353347098128076,-0.025953873636888947,0.3837727836792507,0.37680370343265723,0.39099862331886404,-0.36622544544831825
volume_trend_confirmation,42,21,5,20,63,50,63,63,20,0.25,5,0.024478974007864363,0.012207518515108484,-0.0523183044126424,0.2780528148962576,0.37680370343265723,0.39099862331886404,-0.3665196493109997
momentum_volume,42,21,10,50,63,50,63,63,20,0.25,3,0.024477370087022443,0.012206723439454947,-0.06821156461595912,0.20994850231862927,0.37680370343265723,0.39099862331886404,-0.3665212532318416
obv_accumulation,126,21,20,100,63,50,63,63,20,0.25,10,0.02427655684921115,0.012107173902907054,-0.024877515417235707,0.34702715300646464,0.37680370343265723,0.39099862331886404,-0.3667220664696529
volume_trend_confirmation,63,21,5,20,63,50,63,63,20,0.25,5,0.024164234522932482,0.012051487896783675,-0.05231830441264218,0.27414513898612153,0.37680370343265723,0.39099862331886404,-0.36683438879593155
breakout_volume,63,21,10,50,126,50,63,63,20,0.25,10,0.02404945223222099,0.011994579170921726,-0.029239988023605168,0.29604509655853384,0.37680370343265723,0.39099862331886404,-0.36694917108664304
breakout_volume,42,21,10,50,63,50,63,63,20,0.25,10,0.023981771124615525,0.01196102158502188,-0.027666970014772585,0.2888581967887703,0.37680370343265723,0.39099862331886404,-0.3670168521942485
breakout_volume,63,21,10,50,63,50,63,63,20,0.25,8,0.023954280939695094,0.011947391110643357,-0.03427099588057059,0.27493972047506937,0.37680370343265723,0.39099862331886404,-0.36704434237916894
quiet_accumulation,189,21,10,50,63,50,63,63,20,0.25,3,0.023946394527098125,0.011943480752439894,-0.03901195766329224,0.2808966781029589,0.37680370343265723,0.39099862331886404,-0.3670522287917659
volume_reversal,63,21,20,100,63,50,63,63,20,0.25,10,0.023920804188098943,0.011930792067198048,-0.028169076525927927,0.4291838618162217,0.37680370343265723,0.39099862331886404,-0.3670778191307651
volume_trend_confirmation,189,21,10,50,63,50,63,63,20,0.25,8,0.023835339415477108,0.011888414164201055,-0.03060282246784074,0.3478353106247476,0.37680370343265723,0.39099862331886404,-0.36716328390338693
breakout_volume,63,21,20,100,63,50,63,63,20,0.25,8,0.02362901265917028,0.011786099305208575,-0.03149762430737757,0.2738422630931077,0.37680370343265723,0.39099862331886404,-0.36736961065969376
risk_adjusted_momentum,63,21,5,20,63,50,63,63,20,0.25,5,0.023625102615777438,0.011784160264362686,-0.025255321152305554,0.29831999523321096,0.37680370343265723,0.39099862331886404,-0.3673735207030866
liquidity_momentum,21,21,10,50,63,50,63,63,20,0.25,5,0.023603485100430754,0.011773439793647755,-0.04383624445848677,0.24387311876349865,0.37680370343265723,0.39099862331886404,-0.3673951382184333
breakout_volume,189,21,20,100,126,50,63,63,20,0.25,10,0.02343788978008221,0.011691314690317034,-0.035406062196044696,0.2953422952242505,0.37680370343265723,0.39099862331886404,-0.3675607335387818
quiet_accumulation,42,21,5,20,63,50,63,63,20,0.25,10,0.02312014049114297,0.011533712024168308,-0.02874973478782239,0.352948718559788,0.37680370343265723,0.39099862331886404,-0.36787848282772107
risk_adjusted_momentum,189,21,10,50,63,50,63,63,20,0.25,8,0.022775568927193568,0.01136277802568908,-0.02875228637918925,0.3405479734962489,0.37680370343265723,0.39099862331886404,-0.36822305439167047
quiet_accumulation,21,21,5,20,63,50,63,63,20,0.25,10,0.022506423094935002,0.011229241030094483,-0.029159049054301667,0.28619897737031,0.37680370343265723,0.39099862331886404,-0.36849220022392903
breakout_volume,189,21,20,100,63,50,63,63,20,0.25,10,0.022408123740791597,0.011180465332825129,-0.035406062196044696,0.28878537601409265,0.37680370343265723,0.39099862331886404,-0.36859049957807244
breakout_liquidity,63,21,10,50,126,50,63,63,20,0.25,5,0.022228484426380035,0.011091323075788972,-0.040545672699782154,0.25062008628187776,0.37680370343265723,0.39099862331886404,-0.368770138892484
breakout_volume,63,21,5,20,63,50,63,63,20,0.25,10,0.02210664680179275,0.011030859257376235,-0.03041539334833865,0.2621128526261139,0.37680370343265723,0.39099862331886404,-0.3688919765170713
breakout_volume,63,21,5,20,63,50,63,63,20,0.25,8,0.02210664680179275,0.011030859257376235,-0.03041539334833865,0.2621128526261139,0.37680370343265723,0.39099862331886404,-0.3688919765170713
obv_accumulation,63,21,5,20,63,50,63,63,20,0.25,5,0.02205987800003406,0.011007648557362026,-0.045391200170205925,0.26500951682738305,0.37680370343265723,0.39099862331886404,-0.36893874531883
momentum_volume,189,21,20,100,63,50,63,63,20,0.25,8,0.0219040708547813,0.010930319838980518,-0.030197550310414267,0.32458582737629044,0.37680370343265723,0.39099862331886404,-0.36909455246408274
breakout_volume,42,21,20,100,63,50,63,63,20,0.25,8,0.021860682923994013,0.010908784908656877,-0.03283805324755307,0.260075119969686,0.37680370343265723,0.39099862331886404,-0.36913794039487
breakout_volume,189,21,20,100,63,50,63,63,20,0.25,8,0.021821972525449596,0.010889571214738991,-0.035406062196044696,0.26905120752003014,0.37680370343265723,0.39099862331886404,-0.36917665079341444
breakout_volume,42,21,10,50,126,50,63,63,20,0.25,10,0.021637050685173742,0.010797781268873763,-0.027666970014772696,0.2728966376998775,0.37680370343265723,0.39099862331886404,-0.3693615726336903
obv_accumulation,42,21,20,100,63,50,63,63,20,0.25,3,0.021584408499282892,0.010771649670157979,-0.07153321952999048,0.20645150885939154,0.37680370343265723,0.39099862331886404,-0.36941421481958114
momentum_volume,63,21,20,100,63,50,63,63,20,0.25,5,0.02151601044571061,0.010737695851171791,-0.06693949799429633,0.2340554307922318,0.37680370343265723,0.39099862331886404,-0.3694826128731534
liquidity_momentum,189,21,10,50,63,50,63,63,20,0.25,5,0.021430851971907083,0.010695420325105287,-0.044265602875967924,0.2793345222987396,0.37680370343265723,0.39099862331886404,-0.36956777134695695
quiet_accumulation,189,21,5,20,63,50,63,63,20,0.25,10,0.021355487404992823,0.010658005358397782,-0.028982619102984053,0.40606624793446994,0.37680370343265723,0.39099862331886404,-0.3696431359138712
breakout_liquidity,189,21,10,50,63,50,63,63,20,0.25,5,0.021293917576836296,0.010627437810364793,-0.033584932779940124,0.25853472845228,0.37680370343265723,0.39099862331886404,-0.36970470574202774
volume_reversal,63,21,20,100,63,50,63,63,20,0.25,3,0.021023085477504422,0.010492967001586972,-0.031340614790697496,0.2971370364788159,0.37680370343265723,0.39099862331886404,-0.3699755378413596
risk_adjusted_momentum,126,21,10,50,63,50,63,63,20,0.25,3,0.02100993239375204,0.010486435913245495,-0.03706374820549618,0.21259881764676086,0.37680370343265723,0.39099862331886404,-0.369988690925112
momentum_volume,126,21,20,100,63,50,63,63,20,0.25,10,0.020918444275131565,0.010441006852366597,-0.021827082128872743,0.3078031690413058,0.37680370343265723,0.39099862331886404,-0.37008017904373247
volume_reversal,63,21,20,100,63,50,63,63,20,0.25,5,0.02091033360155503,0.010436979343168895,-0.02816907652592804,0.34606736022521034,0.37680370343265723,0.39099862331886404,-0.370088289717309
volume_reversal,63,21,20,100,63,50,63,63,20,0.25,8,0.020909443741558897,0.010436537465295714,-0.02816907652592815,0.3719469308615896,0.37680370343265723,0.39099862331886404,-0.37008917957730514
risk_adjusted_momentum,126,21,20,100,63,50,63,63,20,0.25,3,0.020644811580968536,0.010305120528995015,-0.038809268913294837,0.21073111471733263,0.37680370343265723,0.39099862331886404,-0.3703538117378955
breakout_liquidity,42,21,10,50,63,50,63,63,20,0.25,8,0.020637506686360663,0.010301492660834022,-0.0329161655252882,0.2569472660275143,0.37680370343265723,0.39099862331886404,-0.3703611166325034
volume_trend_confirmation,126,21,10,50,63,50,63,63,20,0.25,10,0.0205757479505142,0.010270820578510476,-0.025535498066837636,0.2835611411582097,0.37680370343265723,0.39099862331886404,-0.37042287536834984
obv_accumulation,21,21,20,100,63,50,63,63,20,0.25,3,0.020556431116802942,0.010261226806355328,-0.08643729290864188,0.18450333557885681,0.37680370343265723,0.39099862331886404,-0.3704421922020611
risk_adjusted_momentum,189,21,5,20,63,50,63,63,20,0.25,8,0.02055404666849081,0.010260042555594984,-0.03086188742957996,0.31345009336384494,0.37680370343265723,0.39099862331886404,-0.3704445766503732
obv_accumulation,189,21,10,50,63,50,63,63,20,0.25,5,0.020414287344570292,0.010190627828297494,-0.03556865455091773,0.3026593677917952,0.37680370343265723,0.39099862331886404,-0.37058433597429374
breakout_volume,42,21,10,50,63,50,63,63,20,0.25,3,0.02031414198843695,0.010140885388358223,-0.06498161021729443,0.18731494983512642,0.37680370343265723,0.39099862331886404,-0.3706844813304271
obv_accumulation,21,21,5,20,63,50,63,63,20,0.25,3,0.020212802803121654,0.010090547494084445,-0.06762324739361791,0.18226247541225288,0.37680370343265723,0.39099862331886404,-0.3707858205157424
quiet_accumulation,21,21,10,50,63,50,63,63,20,0.25,10,0.020100095301836207,0.010034559725539571,-0.03253059549183557,0.2466752127178016,0.37680370343265723,0.39099862331886404,-0.37089852801702783
quiet_accumulation,21,21,5,20,63,50,63,63,20,0.25,8,0.020019713990686583,0.009994628199900157,-0.02911046814202467,0.2598038232749512,0.37680370343265723,0.39099862331886404,-0.37097890932817745
breakout_volume,189,21,20,100,126,50,63,63,20,0.25,8,0.01994059331223874,0.009955321395327621,-0.036865203215244335,0.2476355534544916,0.37680370343265723,0.39099862331886404,-0.3710580300066253
volume_trend_confirmation,126,21,20,100,63,50,63,63,20,0.25,10,0.01959006350757586,0.00978116145313046,-0.025535498066837636,0.27250316448127676,0.37680370343265723,0.39099862331886404,-0.3714085598112882
liquidity_momentum,126,21,10,50,63,50,63,63,20,0.25,10,0.019405229349212627,0.009689315005064536,-0.02242400264293931,0.33402787340146,0.37680370343265723,0.39099862331886404,-0.3715933939696514
obv_accumulation,63,21,20,100,63,50,63,63,20,0.25,3,0.019404054686763317,0.009688731273794104,-0.07660001834891139,0.1954014318150919,0.37680370343265723,0.39099862331886404,-0.3715945686321007
quiet_accumulation,189,21,10,50,63,50,63,63,20,0.25,8,0.019302641392055175,0.009638334161240936,-0.02404289973304019,0.32625209787445136,0.37680370343265723,0.39099862331886404,-0.37169598192680886
obv_accumulation,126,21,10,50,63,50,63,63,20,0.25,10,0.019151087770043818,0.00956301526692016,-0.024877515417235707,0.28876167962202326,0.37680370343265723,0.39099862331886404,-0.3718475355488202
volume_trend_confirmation,63,21,10,50,63,50,63,63,20,0.25,5,0.019122010728290784,0.009548563963747148,-0.06131222138565928,0.2131842338196564,0.37680370343265723,0.39099862331886404,-0.37187661259057325
breakout_volume,63,21,10,50,126,50,63,63,20,0.25,8,0.01885755240110676,0.00941711862011374,-0.034270995880570476,0.22875433746395407,0.37680370343265723,0.39099862331886404,-0.3721410709177573
volume_trend_confirmation,63,21,20,100,63,50,63,63,20,0.25,5,0.018711331000312637,0.009344434002292568,-0.07020122454302868,0.20621643678919435,0.37680370343265723,0.39099862331886404,-0.3722872923185514
