strategy,price_lookback,short_lookback,volume_fast,volume_slow,breakout_lookback,ma_days,risk_lookback,accumulation_lookback,liquidity_lookback,min_liquidity_quantile,top_n,strategy_total_return,strategy_annualized_return,strategy_max_drawdown,strategy_sharpe,equal_weight_total_return,osebx_total_return,excess_vs_osebx
volume_surge,63,21,20,100,63,50,63,63,20,0.25,8,-0.044152382073241236,-0.022401204558725296,-0.07668868458985889,-0.5578012423696335,0.37680370343265723,0.39099862331886404,-0.4351510053921053
volume_surge,21,21,20,100,63,50,63,63,20,0.25,10,-0.044306268330934206,-0.02248017200616137,-0.08482597453710017,-0.5028564789692842,0.37680370343265723,0.39099862331886404,-0.43530489164979824
volume_surge,42,21,20,100,63,50,63,63,20,0.25,5,-0.04440032059772048,-0.022528438482984803,-0.08954285453579724,-0.4437513579437849,0.37680370343265723,0.39099862331886404,-0.4353989439165845
volume_surge,42,21,20,100,63,50,63,63,20,0.25,3,-0.04453619684516097,-0.022598172697104513,-0.12467938370100295,-0.3189556739009084,0.37680370343265723,0.39099862331886404,-0.435534820164025
volume_surge,63,21,10,50,63,50,63,63,20,0.25,3,-0.04505524096875313,-0.0228646012845789,-0.0991009810305662,-0.3477636611169498,0.37680370343265723,0.39099862331886404,-0.43605386428761717
breakout_liquidity,42,21,10,50,63,50,63,63,20,0.25,3,-0.04509336708823364,-0.022884174504105403,-0.05700337215546902,-0.3828486817144092,0.37680370343265723,0.39099862331886404,-0.4360919904070977
volume_surge,63,21,10,50,63,50,63,63,20,0.25,10,-0.04528223369443396,-0.02298114074532953,-0.05167555416208436,-0.6459593338061649,0.37680370343265723,0.39099862331886404,-0.436280857013298
volume_surge,126,21,20,100,63,50,63,63,20,0.25,5,-0.04532585733394967,-0.023003538971606785,-0.09772206873090516,-0.42994539393535114,0.37680370343265723,0.39099862331886404,-0.4363244806528137
volume_surge,63,21,5,20,63,50,63,63,20,0.25,8,-0.045707923878763324,-0.023199729933297553,-0.053587715354187604,-0.7466319001162314,0.37680370343265723,0.39099862331886404,-0.43670654719762736
volume_surge,63,21,5,20,63,50,63,63,20,0.25,10,-0.045707923878763324,-0.023199729933297553,-0.053587715354187604,-0.7466319001162314,0.37680370343265723,0.39099862331886404,-0.43670654719762736
breakout_volume,63,21,5,20,63,50,63,63,20,0.25,3,-0.046779719031719735,-0.023750305154711993,-0.05261779699571334,-0.6513955199516123,0.37680370343265723,0.39099862331886404,-0.43777834235058377
volume_surge,189,21,10,50,63,50,63,63,20,0.25,3,-0.04683132715554228,-0.02377682374365986,-0.09955484134795622,-0.41669619575573136,0.37680370343265723,0.39099862331886404,-0.4378299504744063
liquidity_momentum,42,21,10,50,63,50,63,63,20,0.25,3,-0.047718928822398476,-0.024233025655627127,-0.08061715804185843,-0.3567658261347596,0.37680370343265723,0.39099862331886404,-0.4387175521412625
volume_surge,42,21,5,20,63,50,63,63,20,0.25,5,-0.04847488016042567,-0.02462173015464486,-0.06211583910724694,-0.765778820784385,0.37680370343265723,0.39099862331886404,-0.4394735034792897
risk_adjusted_momentum,21,21,5,20,63,50,63,63,20,0.25,3,-0.04874438788753188,-0.02476034620955081,-0.09818373474817366,-0.40117898751863496,0.37680370343265723,0.39099862331886404,-0.4397430112063959
volume_trend_confirmation,189,21,10,50,63,50,63,63,20,0.25,3,-0.04932702969898861,-0.025060083584877102,-0.10554635636505905,-0.39881761592339454,0.37680370343265723,0.39099862331886404,-0.44032565301785265
volume_reversal,42,21,10,50,63,50,63,63,20,0.25,3,-0.05147648361482027,-0.026166652679959213,-0.08097611877616673,-0.6502687325071529,0.37680370343265723,0.39099862331886404,-0.4424751069336843
volume_surge,63,21,20,100,63,50,63,63,20,0.25,5,-0.05398351018372205,-0.02745888496952087,-0.09607574715999057,-0.5442647718954258,0.37680370343265723,0.39099862331886404,-0.4449821335025861
volume_reversal,189,21,10,50,63,50,63,63,20,0.25,3,-0.054325425304066366,-0.02763525529972266,-0.06431907079435628,-1.1255607459764845,0.37680370343265723,0.39099862331886404,-0.4453240486229304
volume_surge,189,21,20,100,63,50,63,63,20,0.25,10,-0.05492298558755637,-0.027943571573224912,-0.08778501133534122,-0.7264506446148008,0.37680370343265723,0.39099862331886404,-0.4459216089064204
volume_reversal,189,21,5,20,63,50,63,63,20,0.25,3,-0.055132896814998555,-0.02805190009676517,-0.06221032992401265,-1.3175320988083474,0.37680370343265723,0.39099862331886404,-0.4461315201338626
volume_surge,126,21,5,20,63,50,63,63,20,0.25,10,-0.05550189395076732,-0.028242356881512443,-0.06119590045988077,-1.0053904621904548,0.37680370343265723,0.39099862331886404,-0.44650051726963136
volume_surge,126,21,5,20,63,50,63,63,20,0.25,8,-0.05550189395076732,-0.028242356881512443,-0.06119590045988077,-1.0053904621904548,0.37680370343265723,0.39099862331886404,-0.44650051726963136
volume_surge,126,21,5,20,63,50,63,63,20,0.25,3,-0.05688252329090138,-0.02895529373947714,-0.06349451539122297,-1.0975709020750486,0.37680370343265723,0.39099862331886404,-0.4478811466097654
volume_surge,21,21,5,20,63,50,63,63,20,0.25,5,-0.05708258700347868,-0.029058646850962044,-0.06400559118968707,-0.9604100253117216,0.37680370343265723,0.39099862331886404,-0.4480812103223427
volume_surge,126,21,10,50,63,50,63,63,20,0.25,10,-0.05868588471414593,-0.029887307007433694,-0.06354598584889204,-0.8593226341545009,0.37680370343265723,0.39099862331886404,-0.44968450803300997
volume_trend_confirmation,126,21,20,100,63,50,63,63,20,0.25,3,-0.059000604190470596,-0.03005005148537343,-0.10281623041721766,-0.45987272927458595,0.37680370343265723,0.39099862331886404,-0.44999922750933463
volume_surge,21,21,5,20,63,50,63,63,20,0.25,8,-0.05954455703089945,-0.030331398709041002,-0.06644948516021121,-1.0011789429522044,0.37680370343265723,0.39099862331886404,-0.4505431803497635
volume_surge,21,21,5,20,63,50,63,63,20,0.25,10,-0.05954455703089945,-0.030331398709041002,-0.06644948516021121,-1.0011789429522044,0.37680370343265723,0.39099862331886404,-0.4505431803497635
volume_surge,21,21,5,20,63,50,63,63,20,0.25,3,-0.06031302363076174,-0.030729008793408785,-0.06721230959309854,-1.1015662460349416,0.37680370343265723,0.39099862331886404,-0.4513116469496258
volume_surge,126,21,5,20,63,50,63,63,20,0.25,5,-0.060451351447557644,-0.03080059779473232,-0.06611551962981488,-1.0841056813527583,0.37680370343265723,0.39099862331886404,-0.4514499747664217
volume_surge,21,21,20,100,63,50,63,63,20,0.25,3,-0.06058288511248833,-0.03086867547993044,-0.12872290079948856,-0.4726252297124309,0.37680370343265723,0.39099862331886404,-0.45158150843135236
breakout_volume,21,21,20,100,126,50,63,63,20,0.25,3,-0.0611289117011119,-0.031151332452887592,-0.10779479585177354,-0.4670149446500889,0.37680370343265723,0.39099862331886404,-0.45212753501997593
volume_surge,126,21,20,100,63,50,63,63,20,0.25,3,-0.06258288167681392,-0.031904396520132994,-0.12967994642618175,-0.4503504533531626,0.37680370343265723,0.39099862331886404,-0.45358150499567795
volume_surge,189,21,20,100,63,50,63,63,20,0.25,8,-0.06365665950933441,-0.03246091890876668,-0.09621499972365122,-0.8219621332284446,0.37680370343265723,0.39099862331886404,-0.45465528282819845
breakout_liquidity,21,21,10,50,126,50,63,63,20,0.25,3,-0.06490570870942614,-0.033108681985836164,-0.06993332221781279,-0.5927107203735658,0.37680370343265723,0.39099862331886404,-0.45590433202829017
breakout_liquidity,21,21,10,50,63,50,63,63,20,0.25,3,-0.06691322373046182,-0.03415069317547892,-0.07976680509412726,-0.5948665685498582,0.37680370343265723,0.39099862331886404,-0.45791184704932586
volume_surge,126,21,10,50,63,50,63,63,20,0.25,5,-0.06741670822105283,-0.03441220460578309,-0.08171372054929782,-0.7856571262300404,0.37680370343265723,0.39099862331886404,-0.45841533153991687
volume_surge,21,21,20,100,63,50,63,63,20,0.25,5,-0.06751429276820409,-0.034462898465224545,-0.10992330937825256,-0.7084879861237788,0.37680370343265723,0.39099862331886404,-0.4585129160870681
volume_surge,126,21,10,50,63,50,63,63,20,0.25,8,-0.06794747676791113,-0.03468796364415083,-0.07275975935482171,-1.0380957260830381,0.37680370343265723,0.39099862331886404,-0.45894610008677517
volume_surge,189,21,20,100,63,50,63,63,20,0.25,5,-0.07044018733439894,-0.035984091071763924,-0.11631493512874191,-0.7438952360502222,0.37680370343265723,0.39099862331886404,-0.461438810653263
volume_surge,189,21,20,100,63,50,63,63,20,0.25,3,-0.07273514415704607,-0.037178925165117116,-0.14316366292352578,-0.5455301755430432,0.37680370343265723,0.39099862331886404,-0.4637337674759101
volume_surge,63,21,20,100,63,50,63,63,20,0.25,3,-0.07295510748447553,-0.03729352304505851,-0.12558664799069819,-0.5509512249106506,0.37680370343265723,0.39099862331886404,-0.46395373080333957
volume_surge,189,21,10,50,63,50,63,63,20,0.25,5,-0.07424339927589296,-0.03796497764816675,-0.10822419998112454,-0.8550178500321048,0.37680370343265723,0.39099862331886404,-0.465242022594757
volume_trend_confirmation,126,21,10,50,63,50,63,63,20,0.25,3,-0.07548949928550841,-0.038614885113189557,-0.11335053033971176,-0.6169329081078818,0.37680370343265723,0.39099862331886404,-0.46648812260437245
volume_surge,126,21,10,50,63,50,63,63,20,0.25,3,-0.08375865121187975,-0.0429387927579864,-0.1295685446383995,-0.6649278780182865,0.37680370343265723,0.39099862331886404,-0.4747572745307438
